np_id,id,site,site_url,product_name,image_url,category,sub_category,description,free_delivery,cash_on_delivery,days_to_deliver,discount_percentage,return_policy,brand_name,reviews,rating,trust score
27,79,amazon,https://www.amazon.in/ZEBRONICS-NC8000-Cooling-Adjustable-Control/dp/B0D8TCWVFS?tag=bhtk09-21&ascsubtag=btk,ZEBRONICS NC8000 Laptop Cooling Pad,https://m.media-amazon.com/images/I/71NFe3t0hmL._SY355_.jpg,electronics,cooling pad,"Upto 17 inch, 5 Fans, 5 Level Adjustable, Speed Control, 10 RGB Modes, USB Port, Mobile Holder,with Adjustable Height  (Black)",available,available,4,57,10 days replacement,zebronics,175,4,75.97
27,80,flipkart,https://www.flipkart.com/zebronics-nc8000-upto-17-inch-5-fans-speed-control-10-rgb-modes-mobile-holder-fan-cooling-pad/p/itm5167b05d7a975?affExtParam1=68d2bf542b708903452ad3bb&affExtParam2=198&affid=rohanpouri&cmpid=content_cooling-pad_8965229628_gmc&pid=ACCH7F5BEHSWG3NZ,ZEBRONICS NC8000 Laptop Cooling Pad,https://m.media-amazon.com/images/I/71NFe3t0hmL._SY355_.jpg,electronics,cooling pad,"Upto 17 inch, 5 Fans, 5 Level Adjustable, Speed Control, 10 RGB Modes, USB Port, Mobile Holder,with Adjustable Height  (Black)",not available,available,4,56,7 days return,zebronics,3,3.9,55.16
27,81,shopsy,https://www.shopsy.in/zebronics-nc8000-upto-17-inch-5-fans-speed-control-10-rgb-modes-mobile-holder-5-fan-cooling-pad/p/itm154b8e0640a9c?pid=ACCH7F5BEHSWG3NZ,ZEBRONICS NC8000 Laptop Cooling Pad,https://m.media-amazon.com/images/I/71NFe3t0hmL._SY355_.jpg,electronics,cooling pad,"Upto 17 inch, 5 Fans, 5 Level Adjustable, Speed Control, 10 RGB Modes, USB Port, Mobile Holder,with Adjustable Height  (Black)",available,available,4,56,5 days return,zebronics,3,3.9,63.16
28,82,amazon,https://www.amazon.in/EvoFox-Blizzard-Semiconductor-Lighting-Extender/dp/B0FHWHHQCZ?tag=bhtk09-21&ascsubtag=btk&th=1,EVOFOX Blizzard 2 Xtreme Cooling Pad,https://m.media-amazon.com/images/I/61EZrFGYPvL._SX425_.jpg,electronics,cooling pad," Dual Semiconductor Plates, 2x140 mm Fans, RGB Lighting, Digital Display & Roller Control, 5-Level Stand, USB Extender & Phone Holder-for 14”-17” Laptops",available,available,9,40,10 days replacement,evofox,2306,4.1,70.61
28,83,flipkart,https://www.flipkart.com/evofox-blizzard-2-xtreme-17-inches-dual-semiconductor-plates-rgb-fan-ergonomic-cooling-pad-adjustable-height/p/itm86367bae5d983?affExtParam1=68d2c1826d683e03495b79a8&affExtParam2=198&affid=rohanpouri&cmpid=content_cooling-pad_8965229628_gmc&pid=ACCHEW2GHAX6EUNE,EVOFOX Blizzard 2 Xtreme Cooling Pad,https://m.media-amazon.com/images/I/61EZrFGYPvL._SX425_.jpg,electronics,cooling pad," Dual Semiconductor Plates, 2x140 mm Fans, RGB Lighting, Digital Display & Roller Control, 5-Level Stand, USB Extender & Phone Holder-for 14”-17” Laptops",not available,not-available,4,0,7 days return,evofox,10,4.5,41.41
28,84,shopsy,https://www.shopsy.in/evofox-blizzard-2-xtreme-17-inches-with-dual-semiconductor-plates-and-rgb-2-fan-ergonomic-cooling-pad-with-adjustable-height/p/itm154b8e0640a9c?pid=ACCHEW2GHAX6EUNE,EVOFOX Blizzard 2 Xtreme Cooling Pad,https://m.media-amazon.com/images/I/61EZrFGYPvL._SX425_.jpg,electronics,cooling pad," Dual Semiconductor Plates, 2x140 mm Fans, RGB Lighting, Digital Display & Roller Control, 5-Level Stand, USB Extender & Phone Holder-for 14”-17” Laptops",available,not-available,4,0,7 days replacement,evofox,10,4.5,53.41
29,85,amazon,https://www.amazon.in/ZEBRONICS-NC6500D-Detachable-Retractable-Black/dp/B0CYY2NND8/ref=sr_1_3_sspa?crid=2Q3003E2QTKUT&dib=eyJ2IjoiMSJ9.bOfC5QYV_9QN5GDpowdOd4v_rKHNET5kNtzRHB1BsDWhGH8m-aF8Q5KcR9RaPQ-b0oAvDgDXbQ3n4knp_er4VHmGozd_YoC_9XHY17U08BNnnon9BcqIgpo2eSNASJS6Ay7CXCj-dYf74scs7brw1GINGCGMRmrKbXFhv0cgVlesjpYMMch-9iWIPJ1NOTDNggqLNgWXVRDGbja9dn8x9op7zKsUEFWg-JRocMOcPrkiEfzSi8pK813ob_LmcmsztaFjzf4lBn16y9tE0PyUf_YJCta7SfyqA6vncBk6oCo.4wOnMrp6TLDjZhQTH3r2ZE_3DI5kpcakPSf14X1dBRA&dib_tag=se&keywords=Archer%2BTech%2BLab%2BRGB%2BGaming%2BLaptop%2BCooling%2BPad&nsdOptOutParam=true&qid=1758674785&s=computers&sprefix=archer%2Btech%2Blab%2Brgb%2Bgaming%2Blaptop%2Bcooling%2Bpad%2Ccomputers%2C261&sr=1-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,ZEBRONICS NC6500D Laptop Cooling Pad,https://m.media-amazon.com/images/I/71ToIGzzgiL._SX425_.jpg,electronics,cooling pad,"Support up to 17 inch (43.18 cm) Laptops, Hexa Fans, Speed Control, RGB LED, Detachable Mobile Holder, 5 Step Retractable Stand, Built in USB Ports (Black)",available,available,3,60,10 days replacement,zebronics,2099,3.8,80.96
29,86,flipkart,https://www.flipkart.com/zebronics-nc6500d-support-upto-17-inch-laptops-6-fans-detachable-mobile-holder-usb-ports-cooling-pad/p/itmc97c5784580dd?pid=ACCGZV6NJTNYZQ4S&lid=LSTACCGZV6NJTNYZQ4SXXXZG9&marketplace=FLIPKART&q=Archer+Tech+Lab+RGB+Gaming+Laptop+Cooling+Pad&store=6bo%2Fai3%2F59n&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=9866a1b8-4097-47c6-865c-2a7627e4eb56.ACCGZV6NJTNYZQ4S.SEARCH&ppt=hp&ppn=homepage&ssid=15oesa52og0000001758674801054&qH=9aa2b344f832853c,ZEBRONICS NC6500D Laptop Cooling Pad,https://m.media-amazon.com/images/I/71ToIGzzgiL._SX425_.jpg,electronics,cooling pad,"Support up to 17 inch (43.18 cm) Laptops, Hexa Fans, Speed Control, RGB LED, Detachable Mobile Holder, 5 Step Retractable Stand, Built in USB Ports (Black)",not available,available,4,60,7 days return,zebronics,98,4,61.48
29,87,shopsy,https://www.shopsy.in/zebronics-nc6500d-support-upto-17-inch-laptops-6-fans-detachable-mobile-holder-usb-ports-cooling-pad/p/itmc97c5784580dd?pid=ACCGZV6NJTNYZQ4S&lid=LSTACCGZV6NJTNYZQ4SXXXZG9&marketplace=FLIPKART&q=ZEBRONICS+NC6500D+support+upto+17+inch+Laptops%2C+6+Fans%2CDetachable+Mobile+Holder%2CUSB+Ports+Cooling+Pad++%28Black%29&store=6bo%2Fai3,ZEBRONICS NC6500D Laptop Cooling Pad,https://m.media-amazon.com/images/I/71ToIGzzgiL._SX425_.jpg,electronics,cooling pad,"Support up to 17 inch (43.18 cm) Laptops, Hexa Fans, Speed Control, RGB LED, Detachable Mobile Holder, 5 Step Retractable Stand, Built in USB Ports (Black)",available,not-available,4,60,5 days return,zebronics,98,4,59.48
30,88,amazon,https://www.amazon.in/Lapcare-ChillMate-DCX-A101-Laptop-Cooler/dp/B074C8C6F4/ref=sr_1_4?dib=eyJ2IjoiMSJ9.KlWLhJnmXD3m6zo6ojMf2smiSCZNt5_pEBK_xSkJE8ZVRwppRT3_7Km6IaLYqntx8RlFJF3BqVOvUydsChcAsp9cA0LlZ4A4t4ze0Y9HU0GRYi6S6dEzBRYoomb7hlJPE-FU7hjFDgrvhNeB9mtqmLZQAeP3KkYuQpbeK6WUriEHwulmbu8MX4plMLqnuU3K6XQtmnjfcE-frXU4ryLtydCun8f4j4p60Y9JU9NHtyIEhtkiYbya5rUzV2YcWo-9hrscUExRIH7l9HhWTsc9gRx6AZG4XIUh240_vH26FF8.qemlN2dZ4Vdo3-waqmE-s4Ohf73JMdNF83CbL14oe00&dib_tag=se&keywords=LAPCARE+DCX-A101+2+Fan+Ergonomic+Cooling+Pad&qid=1758675249&s=computers&sr=1-4,Lapcare DCX-A101 ChillMate Laptop Cooler (Black),https://m.media-amazon.com/images/I/61oOTieF0xL._SX425_.jpg,electronics,cooling pad,Adjustable Height Size 15.6 inch Ergonomic Speakers: No Number of Fans: 2,available,available,4,69,10 days replacement,lapcare,7854,4,83.96
30,89,flipkart,https://www.flipkart.com/lapcare-dcx-a101-2-fan-ergonomic-cooling-pad-adjustable-height/p/itmf9hk2zuddxqtg?pid=ACCF9FH5BZZTBVCE&lid=LSTACCF9FH5BZZTBVCE9STPBA&marketplace=FLIPKART&q=LAPCARE+DCX-A101+2+Fan+Ergonomic+Cooling+Pad&store=6bo%2Fai3%2F59n&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=a922d16d-f8ac-4fce-8dcc-16084892dd84.ACCF9FH5BZZTBVCE.SEARCH&ppt=hp&ppn=homepage&ssid=c8vyg7pwbk0000001758675277089&qH=fac23c8fcb6c0fa6,Lapcare DCX-A101 ChillMate Laptop Cooler (Black),https://m.media-amazon.com/images/I/61oOTieF0xL._SX425_.jpg,electronics,cooling pad,Adjustable Height Size 15.6 inch Ergonomic Speakers: No Number of Fans: 2,not available,available,2,37,7 days return,lapcare,1651,4.2,66.62
30,90,shopsy,https://www.shopsy.in/lapcare-dcx-a101-2-fan-ergonomic-cooling-pad-adjustable-height/p/itmf9hk2zuddxqtg?pid=ACCF9FH5BZZTBVCE&lid=LSTACCF9FH5BZZTBVCE9STPBA&marketplace=FLIPKART&q=LAPCARE+DCX-A101+2+Fan+Ergonomic+Cooling+Pad&store=6bo%2Fai3%2F59n,Lapcare DCX-A101 ChillMate Laptop Cooler (Black),https://m.media-amazon.com/images/I/61oOTieF0xL._SX425_.jpg,electronics,cooling pad,Adjustable Height Size 15.6 inch Ergonomic Speakers: No Number of Fans: 2,available,not-available,2,37,5 days return,lapcare,1651,4.2,64.62
31,91,amazon,https://www.amazon.in/LG-Inverter-Fully-Automatic-Washing-FHP1209Z5M/dp/B0C3LHV43S/ref=sr_1_3?dib=eyJ2IjoiMSJ9.5O2wb4kLLE40M7fid6ScYUYH-hDrY0OotpHLJ0AqJSoasuu_OmhACCOEY7U1Za9zjdB9VQIoCSPhvXfJQ7ImJPxbfS1kxwOfql1q4gq3Vaog7U8iIljolTQ3zd539H-SfHX89Biyg87DWc6EY7K0xvikraQi4SoFGs-BOkhvzs5SEHG3jb8leV504zLnka3l9HgJsCxrIAiVbsKmKuH27xfdWVhLbP0FGgonZsT4M1I.VBjrMd--ekPPI6Wt5brDT6CJ6czGYyv3GNklHrD1Q-4&dib_tag=se&keywords=LG%2B9%2BKg%2C%2B5%2BStar%2C%2BAI%2BDirect%2BDrive%2BTechnology&nsdOptOutParam=true&qid=1758675886&sr=8-3&th=1,LG 9kg 5 Star Fully Automatic Washing Machine,https://rukminim3.flixcart.com/image/665/972/xif0q/washing-machine-new/h/b/t/-original-imahgy5mtghzn9vk.jpeg?q=60&crop=false,home appliances,washing machine,"5 Star, AI Direct Drive Technology, Steam, 6 Motion DD & Wi-Fi Fully-Automatic Front Load Washing Machine (FHP1209Z5M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black)",available,available,5,0,10 days replacement,lg,4998,4.2,72.37
31,92,flipkart,https://www.flipkart.com/lg-9-kg-5-star-ai-direct-drive-technology-wi-fi-enabled-steam-wrinkle-care-intelligent-convenient-fabric-allergy-in-built-heater-fully-automatic-front-load-washing-machine-grey/p/itm5f45394a8b876?pid=WMNHDNMHH9TFEAZR,LG 9kg 5 Star Fully Automatic Washing Machine,https://rukminim3.flixcart.com/image/665/972/xif0q/washing-machine-new/h/b/t/-original-imahgy5mtghzn9vk.jpeg?q=60&crop=false,home appliances,washing machine,"5 Star, AI Direct Drive Technology, Steam, 6 Motion DD & Wi-Fi Fully-Automatic Front Load Washing Machine (FHP1209Z5M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black)",available,not-available,6,0,7 days replacement,lg,103,4.4,53.56
31,93,shopsy,https://www.shopsy.in/lg-9-kg-5-star-ai-direct-drive-technology-wi-fi-enabled-steam-wrinkle-care-intelligent-convenient-fabric-allergy-in-built-heater-fully-automatic-front-load-washing-machine-grey/p/itm5f45394a8b876?pid=WMNHDNMHH9TFEAZR&lid=LSTWMNHDNMHH9TFEAZRB77WPI&marketplace=FLIPKART&q=LG+9+kg+5+Star%2C+AI+Direct+Drive+Technology%2C+Wi-Fi+Enabled%2C+Steam++With+Wrinkle+Care%2C&store=j9e%2Fabm%2F8qx,LG 9kg 5 Star Fully Automatic Washing Machine,https://rukminim3.flixcart.com/image/665/972/xif0q/washing-machine-new/h/b/t/-original-imahgy5mtghzn9vk.jpeg?q=60&crop=false,home appliances,washing machine,"5 Star, AI Direct Drive Technology, Steam, 6 Motion DD & Wi-Fi Fully-Automatic Front Load Washing Machine (FHP1209Z5M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black)",available,available,6,0,5 days return,lg,103,4.4,59.56
32,94,amazon,https://www.amazon.in/LG-Technology-Fully-Automatic-Washing-FHB1207Z2M/dp/B0DG8RPQNS/ref=sr_1_3?crid=369S2KT8B5HEU&dib=eyJ2IjoiMSJ9.v1E0keTTUoJXOtCAhbrBCBjJi-oop3A67T-s4nuF5IJOLucT6EPV2RexyZJ5CdnGYyAs7fUfcyOoarfj8ZHL2EKRRj7gCnK5CaXmaBh6oE19G8HIwozdgEZxxxud-33I-zBe4JL--hWLMMkRv_VjstuwtLZWR1oDh1fsD-MbbHeKR1Hn7I_Yyfv3BdmdUoKyZ2SjrGUayaOlluoeE1LuyxxhGYGW6q2kPddwhhDOvg8.lw1JkgEeOj9B5VZV1try8RWu8pb__u1ll4y2TNfNdm8&dib_tag=se&keywords=LG%2B7%2BKg%2C%2B5%2BStar%2C%2BDirect%2BDrive%2BTechnology%2C%2BSteam%2BWash%2C%2B6%2BMotion%2BDD%2C%2BFully-Automatic%2BFront%2BLoad%2BWashing%2BMachine&nsdOptOutParam=true&qid=1758676643&sprefix=lg%2B7%2Bkg%2C%2B5%2Bstar%2C%2Bdirect%2Bdrive%2Btechnology%2C%2Bsteam%2Bwash%2C%2B6%2Bmotion%2Bdd%2C%2Bfully-automatic%2Bfront%2Bload%2Bwashing%2Bmachine%2Caps%2C325&sr=8-3&th=1,"LG 7 Kg, 5 Star, Direct Drive Technology  Washing Machine",https://rukminim3.flixcart.com/image/439/971/xif0q/washing-machine-new/b/l/m/-original-imah5efwsfzaejzv.jpeg?q=60&crop=false,home appliances,washing machine," Inverter Direct Drive Technology, 6 Motion DD, Reduce germs & allergens with steam cycles, In-built Heater & Touch Panel Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHB1207Z2M)",available,available,5,35,10 days replacement,lg,4998,4.2,77.62
32,95,flipkart,https://www.flipkart.com/lg-7-kg-5-star-inverter-direct-drive-technology-6-motion-dd-reduce-germs-allergens-steam-cycles-in-built-heater-touch-panel-fully-automatic-front-load-washing-machine-black-grey/p/itmfb403416d27a3?pid=WMNH4K2TZD2GR9U4&lid=LSTWMNH4K2TZD2GR9U41VUQKT&marketplace=FLIPKART&q=LG+7+Kg%2C+5+Star%2C+Direct+Drive+Technology%2C+Steam+Wash%2C+6+Motion+DD%2C+Fully-Automatic+Front+Load+Washing+Machine&store=j9e%2Fabm%2F8qx&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=57839752-8583-441f-9fa4-fa3dce7b916e.WMNH4K2TZD2GR9U4.SEARCH&ppt=pp&ppn=pp&ssid=ihxycehvw00000001758676659473&qH=3bd25e559d2785b9,"LG 7 Kg, 5 Star, Direct Drive Technology  Washing Machine",https://rukminim3.flixcart.com/image/439/971/xif0q/washing-machine-new/b/l/m/-original-imah5efwsfzaejzv.jpeg?q=60&crop=false,home appliances,washing machine," Inverter Direct Drive Technology, 6 Motion DD, Reduce germs & allergens with steam cycles, In-built Heater & Touch Panel Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHB1207Z2M)",not available,not-available,4,34,7 days replacement,lg,590,4.4,54.49
32,96,shopsy,https://www.shopsy.in/lg-7-kg-5-star-inverter-direct-drive-technology-6-motion-dd-reduce-germs-allergens-steam-cycles-in-built-heater-touch-panel-fully-automatic-front-load-washing-machine-black-grey/p/itmfb403416d27a3?pid=WMNH4K2TZD2GR9U4&lid=LSTWMNH4K2TZD2GR9U41VUQKT&marketplace=FLIPKART&q=LG+7+Kg%2C+5+Star%2C+Direct+Drive+Technology%2C+Steam+Wash%2C+6+Motion+DD%2C+Fully-Automatic+Front+Load+Washing+Machine&store=j9e%2Fabm%2F8qx,"LG 7 Kg, 5 Star, Direct Drive Technology  Washing Machine",https://rukminim3.flixcart.com/image/439/971/xif0q/washing-machine-new/b/l/m/-original-imah5efwsfzaejzv.jpeg?q=60&crop=false,home appliances,washing machine," Inverter Direct Drive Technology, 6 Motion DD, Reduce germs & allergens with steam cycles, In-built Heater & Touch Panel Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey  (FHB1207Z2M)",available,not-available,4,34,5 days return,lg,590,4.4,60.49
33,97,amazon,https://www.amazon.in/Whirlpool-MAGIC-CLEAN-7-0-GENX/dp/B0DSBRDRDV/ref=sr_1_3_mod_primary_new?crid=3PKX5RBFD3V4B&dib=eyJ2IjoiMSJ9.6XMpeec-IdJRxhnAgVc3MSI7689X8NsycV5v9gd7GH8lGFlo8C9vy0JTWK-xDV5xEj83BBH-UUrCz7VQ5-shNbwfuwR7s5lRuqKtd7K335nGQfIknNDBziSP89ds-2CAqNHtPDcZzKLmZagczibyf5oE0hIHvkj0Aq1jzS3m9JzkJxWeu2E3H07OQ8DpCMrRwMVdhWnyKMg45PbmhXed6gY2zWmwr77O0DfDbga0rxE.VbUDFH1xBti9kxEo96x8JfRM4wo37tftARwNXpKjU1A&dib_tag=se&keywords=Whirlpool%2B7%2Bkg%2BMagic%2BClean%2B5%2BStar%2BFully%2BAutomatic%2BTop%2BLoad%2BWashing%2BMachine%2BGrey%2B(MAGIC%2BCLEAN%2B7.0%2BGENX%2BGREY%2B5YMW)%2B13K&nsdOptOutParam=true&qid=1758677034&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lg%2B7%2Bkg%2C%2B5%2Bstar%2C%2Bdirect%2Bdrive%2Btechnology%2C%2Bsteam%2Bwash%2C%2B6%2Bmotion%2Bdd%2C%2Bfully-automatic%2Bfront%2Bload%2Bwashing%2Bmachine%2Caps%2C596&sr=8-3&th=1,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Washing Machine,https://rukminim3.flixcart.com/image/439/971/xif0q/washing-machine-new/u/9/m/-original-imahap4cqzfyh7hw.jpeg?q=60&crop=false,home appliances,washing machine,5 Star Fully Automatic Top Load Washing Machine Grey  (MAGIC CLEAN 7.0 GENX GREY 5YMW),available,available,5,25,10 days replacement,whirlpool,13081,4,76.69
33,98,flipkart,https://www.flipkart.com/whirlpool-7-kg-magic-clean-5-star-fully-automatic-top-load-washing-machine-grey/p/itm50fdb8ca1e478?pid=WMNGDSUXZS5BWH7H&lid=LSTWMNGDSUXZS5BWH7HJAJBFH&marketplace=FLIPKART&q=Whirlpool+7+kg+Magic+Clean+5+Star+Fully+Automatic+Top+Load+Washing+Machine+Grey+%28MAGIC+CLEAN+7.0+GENX+GREY+5YMW%29+13K&store=j9e%2Fabm%2F8qx&spotlightTagId=default_FkPickId_j9e%2Fabm%2F8qx&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=f6eb0bb8-ba47-4901-b666-3c4711623ae2.WMNGDSUXZS5BWH7H.SEARCH&ppt=sp&ppn=sp&ssid=gqgc9ynp4w0000001758677045092&qH=cf8bcdd0a5956177,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Washing Machine,https://rukminim3.flixcart.com/image/439/971/xif0q/washing-machine-new/u/9/m/-original-imahap4cqzfyh7hw.jpeg?q=60&crop=false,home appliances,washing machine,5 Star Fully Automatic Top Load Washing Machine Grey  (MAGIC CLEAN 7.0 GENX GREY 5YMW),not available,available,6,25,7 days replacement,whirlpool,2579,4.1,61.04
33,99,shopsy,https://www.shopsy.in/whirlpool-7-kg-magic-clean-5-star-fully-automatic-top-load-washing-machine-grey/p/itm50fdb8ca1e478?pid=WMNGDSUXZS5BWH7H&lid=LSTWMNGDSUXZS5BWH7H5ZXLCO&marketplace=FLIPKART&q=Whirlpool+7+kg+Magic+Clean+5+Star+Fully+Automatic+Top+Load+Washing+Machine+Grey&store=j9e%2Fabm%2F8qx&spotlightTagId=default_BestsellerId_j9e%2Fabm%2F8qx,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Washing Machine,https://rukminim3.flixcart.com/image/439/971/xif0q/washing-machine-new/u/9/m/-original-imahap4cqzfyh7hw.jpeg?q=60&crop=false,home appliances,washing machine,5 Star Fully Automatic Top Load Washing Machine Grey  (MAGIC CLEAN 7.0 GENX GREY 5YMW),available,available,6,25,5 days return,whirlpool,2579,4.1,67.04
34,100,amazon,https://www.amazon.in/Samsung-Technology-Control-Fully-Automatic-WW80T504DAX1TL/dp/B0CPJG92ZS/ref=sr_1_1_sspa?crid=3VPKBKKPN1RWN&dib=eyJ2IjoiMSJ9.C3mmxpN_aSAwnXKxrUwLIRkq6r3yAuN_3Ih0GtD0EmTWwi2bzXQPkOKbRSa2_4RHeoya8EbcLkM-H_zq3Ff-IU3lY8OkWlFTJtbpCH-hO7__0gJ_kMEJ6cp4ZAjWZeOxumEiT6cRcSaF6JFAER-4KP_KAhkgFMjqwsELjiNhVlKNLY3aUnZQ27zXzQRnD638wVp2JppjAE5f_X3ImehepJqrKFff4BVOtd7tQkhA4Ck.3KZIBDDu-KHgjxPLyWn_K2W-luw6uZOAL6shzLQm6HI&dib_tag=se&keywords=Samsung%2B8%2Bkg%2C%2B5%2Bstar%2C%2BEco%2BBubble%2BTechnology%2C%2BAI%2BControl%2C%2BWi-Fi%2C%2BDigital%2BInverter%2C%2BMotor%2C%2BFully-Automatic%2BFront%2BLoad%2BWashing&nsdOptOutParam=true&qid=1758677462&sprefix=whirlpool%2B7%2Bkg%2Bmagic%2Bclean%2B5%2Bstar%2Bfully%2Bautomatic%2Btop%2Bload%2Bwashing%2Bmachine%2Bgrey%2Bmagic%2Bclean%2B7.0%2Bgenx%2Bgrey%2B5ymw%2B13k%2Caps%2C546&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,"Samsung 8 kg, 5 star, Eco Bubble Technology Washing Machine",https://m.media-amazon.com/images/I/71+htsZNuyL._SX385_.jpg,home appliances,washing machine,"Eco Bubble Technology, AI Control, Wi-Fi, Digital Inverter, Motor, Fully-Automatic Front Load Washing Machine (WW80T504DAX1TL, Hygiene Steam, Inox)",available,available,5,37,10 days replacement,samsung,2554,4.3,77.33
34,101,flipkart,https://www.flipkart.com/samsung-8-kg-fully-automatic-front-load-washing-machine-in-built-heater-black-grey/p/itmd2e3408c6a570?pid=WMNGWY2GVJKTGFMA&lid=LSTWMNGWY2GVJKTGFMAJZEQNH&marketplace=FLIPKART&q=Samsung+8+kg%2C+5+star%2C+Eco+Bubble+Technology%2C+AI+Control%2C+Wi-Fi%2C+Digital+Inverter%2C+Motor%2C+Fully-Automatic+Front+Load+Washing&store=j9e%2Fabm%2F8qx&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=23397b69-c3f1-471c-a1d1-c559e2e6f6a2.WMNGWY2GVJKTGFMA.SEARCH&ppt=pp&ppn=pp&ssid=077qrxx8kg0000001758677467535&qH=1a03acd5e7715f63,"Samsung 8 kg, 5 star, Eco Bubble Technology Washing Machine",https://m.media-amazon.com/images/I/71+htsZNuyL._SX385_.jpg,home appliances,washing machine,"Eco Bubble Technology, AI Control, Wi-Fi, Digital Inverter, Motor, Fully-Automatic Front Load Washing Machine (WW80T504DAX1TL, Hygiene Steam, Inox)",not available,not-available,5,37,7 days replacement,samsung,1499,4.3,54.46
34,102,reliancedigital,https://www.reliancedigital.in/product/samsung-8-kg-front-load-washing-machine-inox-ww80t504dax1tl-lnynm4-7534602?internal_source=search_results,"Samsung 8 kg, 5 star, Eco Bubble Technology Washing Machine",https://m.media-amazon.com/images/I/71+htsZNuyL._SX385_.jpg,home appliances,washing machine,"Eco Bubble Technology, AI Control, Wi-Fi, Digital Inverter, Motor, Fully-Automatic Front Load Washing Machine (WW80T504DAX1TL, Hygiene Steam, Inox)",available,not-available,4,33,5 days return,samsung,0,0,27.95
35,103,amazon,https://www.amazon.in/Haier-Automatic-Washing-Machine-HW90-DM14959CS8U1/dp/B0D49PJH5V/ref=sr_1_3?crid=2D0V8STZ6GUT4&dib=eyJ2IjoiMSJ9.04BR2i2lNqXqgNO0UnTphzLM9adt_7CbD6nu27DtHuk.Q-3g9lHokVUZnnifhBbzxRfsdjVFFubdX9Q7BYSwuNY&dib_tag=se&keywords=HAIER+WM+HW90-DM14959CS8U1&qid=1758677973&sprefix=haier+9+kg+fully+automatic+front+load+washing+machine%2Caps%2C351&sr=8-3,Haier 9 kg Fully Automatic Washing Machine(HW90-DM14959CS8U1),https://m.media-amazon.com/images/I/41emMexlrmL._SX466_.jpg,home appliances,washing machine,"Fully Automatic Front Load Washing Machines have Great Wash Quality with very less running cost 1400 RPM : Higher the spin speed, lower the drying time 9 kg",available,available,7,37,10 days replacement,haier,127,4.3,69.45
35,104,flipkart,https://www.flipkart.com/haier-9-kg-fully-automatic-front-load-washing-machine-in-built-heater-silver/p/itmaa32aa7ed39d4?pid=WMNGTGU4PSCFM4AU&lid=LSTWMNGTGU4PSCFM4AURJ8YKX&marketplace=FLIPKART&q=HAIER+WM+HW90-DM14959CS8U1&store=j9e%2Fabm%2F8qx&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=1425583f-3f0e-4401-9f0b-6845d3c77733.WMNGTGU4PSCFM4AU.SEARCH&ppt=sp&ppn=sp&ssid=jucph5c9ts0000001758677982742&qH=5843987331e76036,Haier 9 kg Fully Automatic Washing Machine(HW90-DM14959CS8U1),https://m.media-amazon.com/images/I/41emMexlrmL._SX466_.jpg,home appliances,washing machine,"Fully Automatic Front Load Washing Machines have Great Wash Quality with very less running cost 1400 RPM : Higher the spin speed, lower the drying time 9 kg",not available,available,5,41,5 days return,haier,31,2.9,47.79
35,105,shopsy,https://www.shopsy.in/haier-9-kg-fully-automatic-front-load-washing-machine-in-built-heater-silver/p/itmaa32aa7ed39d4?pid=WMNGTGU4PSCFM4AU&lid=LSTWMNGTGU4PSCFM4AURJ8YKX&marketplace=FLIPKART&q=HAIER+WM+HW90-DM14959CS8U1&store=j9e%2Fabm%2F8qx,Haier 9 kg Fully Automatic Washing Machine(HW90-DM14959CS8U1),https://m.media-amazon.com/images/I/41emMexlrmL._SX466_.jpg,home appliances,washing machine,"Fully Automatic Front Load Washing Machines have Great Wash Quality with very less running cost 1400 RPM : Higher the spin speed, lower the drying time 9 kg",available,available,6,41,5 days return,haier,31,2.9,56.29
